year,month,state,handgun_unadjusted,long_gun_unadjusted,total_unadjusted,handgun_adjusted,long_gun_adjusted,total_adjusted
2021,08,New Jersey,10486,6342,16828,10830,6752,17582
2021,08,New Mexico,8111,5577,13688,8499,5910,14409
2021,08,New York,11133,18324,29457,11544,19065,30609
2021,08,North Carolina,1896,15759,17655,2184,17590,19774
2021,08,North Dakota,2096,3403,5499,2382,3485,5866
2021,08,Ohio,24564,18248,42812,28616,20498,49114
2021,08,Oklahoma,13624,10984,24607,15909,12114,28023
2021,08,Oregon,17462,11370,28832,19575,12925,32500
2021,08,Pennsylvania,52240,24132,76372,55778,26749,82528
2021,08,Puerto Rico,5136,472,5608,5242,448,5690
2021,08,Rhode Island,1609,1115,2725,1797,1256,3053
2021,08,South Carolina,13162,8249,21410,15583,8895,24477
2021,08,South Dakota,2731,3951,6682,3037,4310,7347
2021,08,Tennessee,32300,19969,52270,36495,21377,57873
2021,08,Texas,73755,44484,118239,83887,45401,129288
2021,08,United States,795436,552751,1348188,888807,604663,1493471
2021,08,Utah,5328,4938,10266,6545,5851,12396
2021,08,Vermont,2032,1915,3947,2294,2161,4455
2021,08,Virgin Islands,29,6,34,,,
2021,08,Virginia,28236,17366,45602,31211,19494,50705
2021,08,Washington,21989,14069,36058,24672,15204,39876
2021,08,West Virginia,6015,6427,12442,7021,7869,14890
2021,08,Wisconsin,21353,15763,37116,23595,16609,40204
2021,08,Wyoming,2572,2829,5401,2879,2971,5850
2021,09,Alabama,20841,17932,38773,26313,19163,45477
2021,09,Alaska,2937,3594,6531,3454,3528,6983
2021,09,Arizona,21330,12608,33938,24862,13112,37974
2021,09,Arkansas,8067,7888,15956,9962,8280,18243
2021,09,California,41626,30668,72294,47013,32054,79068
2021,09,Colorado,23025,17691,40716,25691,17964,43655
2021,09,Connecticut,6378,2083,8461,7182,2241,9423
2021,09,Delaware,2364,1915,4279,2993,2119,5111
2021,09,District of Columbia,376,6,382,402,,402
2021,09,Florida,69306,31715,101021,79317,35377,114694
2021,09,Georgia,18822,12114,30936,23240,12760,35999
2021,09,Guam,294,129,422,315,134,449
2021,09,Hawaii,0,0,0,,,
2021,09,Idaho,6745,7889,14634,7812,7519,15331
2021,09,Illinois,24707,12723,37430,28382,13228,41610
2021,09,Indiana,24101,17452,41552,28204,18512,46717
2021,09,Iowa,2680,3427,6106,3398,3541,6939
2021,09,Kansas,7333,6944,14277,9154,7501,16655
2021,09,Kentucky,12632,10941,23573,15622,12625,28247
2021,09,Louisiana,13795,11706,25501,15338,10469,25807
2021,09,Maine,4755,6980,11735,5047,5563,10609
2021,09,Mariana Islands,34,29,63,,,
2021,09,Maryland,7928,7202,15129,8689,7491,16180
2021,09,Massachusetts,6878,4165,11043,7812,4273,12086
2021,09,Michigan,26181,24527,50708,31056,22999,54055
2021,09,Minnesota,13135,19023,32158,15234,14863,30097
2021,09,Mississippi,10138,8918,19055,12809,9598,22407
2021,09,Missouri,22399,19165,41565,26097,20803,46901
2021,09,Montana,5097,6672,11769,5395,5892,11287
2021,09,Nebraska,146,2297,2443,197,2392,2589
2021,09,Nevada,6764,3614,10377,7795,3875,11671
2021,09,New Hampshire,6557,4346,10903,7418,4214,11632
2021,09,New Jersey,8832,5997,14829,9843,6518,16361
2021,09,New Mexico,8257,5770,14026,9183,6084,15267
2021,09,New York,10755,21611,32365,11429,18865,30294
2021,09,North Carolina,1983,17213,19196,2420,18204,20624
2021,09,North Dakota,2185,3814,5998,2515,3366,5881
2021,09,Ohio,24503,18968,43471,29571,20868,50439
2021,09,Oklahoma,14003,11427,25430,17377,12026,29402
2021,09,Oregon,17298,12139,29436,19377,12676,32053
2021,09,Pennsylvania,49061,24791,73852,54440,26077,80516
2021,09,Puerto Rico,5292,410,5702,5815,421,6235
2021,09,Rhode Island,1566,1203,2770,1850,1308,3158
2021,09,South Carolina,12720,9006,21726,16310,9573,25882
2021,09,South Dakota,2719,4565,7284,3121,4301,7422
2021,09,Tennessee,30192,19708,49899,35965,21525,57489
2021,09,Texas,82344,49189,131532,99433,45066,144499
2021,09,United States,775900,592438,1368338,904168,611818,1515986
2021,09,Utah,5509,5504,11013,6968,5807,12775
2021,09,Vermont,1970,2368,4338,2257,2193,4450
2021,09,Virgin Islands,43,2,45,,,
2021,09,Virginia,26047,18410,44456,30530,19738,50267
2021,09,Washington,23045,16148,39193,26863,16077,42940
2021,09,West Virginia,6107,6900,13008,7307,7641,14949
2021,09,Wisconsin,21525,17718,39242,23848,16175,40023
2021,09,Wyoming,2574,3219,5793,3003,3025,6029
2021,10,Alabama,22158,18136,40294,25977,18173,44150
2021,10,Alaska,3846,3824,7669,3447,3026,6472
2021,10,Arizona,21708,12345,34054,24619,12614,37233
2021,10,Arkansas,8561,9259,17820,9893,7797,17690
2021,10,California,44204,30975,75178,45785,30711,76496
2021,10,Colorado,24097,19093,43189,26298,18229,44527
2021,10,Connecticut,7260,2432,9692,7423,2208,9630
2021,10,Delaware,2807,2109,4916,3000,1876,4877
2021,10,District of Columbia,436,15,451,411,,411
2021,10,Florida,72915,32524,105438,76872,32887,109759
2021,10,Georgia,19532,13395,32926,22212,12130,34342
2021,10,Guam,290,142,432,277,140,417
2021,10,Hawaii,0,0,0,,,
2021,10,Idaho,7343,8118,15461,8150,7187,15337
2021,10,Illinois,26589,13613,40202,28596,12628,41225
2021,10,Indiana,24863,18330,43194,27488,17122,44610
2021,10,Iowa,3045,4338,7383,3379,3565,6945
2021,10,Kansas,8009,7608,15617,8807,7153,15960
2021,10,Kentucky,13774,12774,26548,15664,11753,27417
2021,10,Louisiana,16251,13716,29967,18354,10917,29272
2021,10,Maine,4748,7675,12422,4787,4889,9676
2021,10,Mariana Islands,14,20,34,,,
2021,10,Maryland,8132,7940,16072,8290,7088,15378
2021,10,Massachusetts,6762,4275,11036,6782,3807,10589
2021,10,Michigan,26517,25310,51826,28813,21231,50044
2021,10,Minnesota,14191,20515,34706,15267,14449,29716
2021,10,Mississippi,10827,9742,20569,13192,8975,22167
2021,10,Missouri,24193,22569,46762,25892,19356,45248
2021,10,Montana,5252,8151,13404,5927,6208,12134
2021,10,Nebraska,177,2695,2872,207,2278,2485
2021,10,Nevada,6538,3482,10020,7194,3606,10799
2021,10,New Hampshire,6664,4664,11328,6927,3915,10842
2021,10,New Jersey,8209,6211,14420,8494,5947,14440
2021,10,New Mexico,7956,5704,13660,8704,5678,14383
2021,10,New York,11184,21773,32957,11447,17456,28903
2021,10,North Carolina,2002,18512,20514,2153,17062,19215
2021,10,North Dakota,2405,4730,7135,2543,3379,5922
2021,10,Ohio,26805,21412,48216,28589,19986,48576
2021,10,Oklahoma,14986,12475,27462,17198,11817,29015
2021,10,Oregon,18015,12704,30719,18540,12094,30634
2021,10,Pennsylvania,55204,28393,83597,54193,25592,79786
2021,10,Puerto Rico,6262,397,6659,6301,421,6722
2021,10,Rhode Island,1612,1155,2766,1668,1106,2774
2021,10,South Carolina,13334,9306,22640,15163,8687,23849
2021,10,South Dakota,2929,6667,9596,3136,4296,7432
2021,10,Tennessee,33610,21390,55000,36689,20691,57381
2021,10,Texas,77603,46030,123632,86590,43160,129750
2021,10,United States,815332,633689,1449021,872023,579092,1451115
2021,10,Utah,5831,5918,11749,6929,5679,12608
2021,10,Vermont,2066,2683,4749,2232,2176,4408
2021,10,Virgin Islands,56,2,58,,,
2021,10,Virginia,29116,20313,49428,30947,18720,49667
2021,10,Washington,22818,16622,39440,25540,15469,41009
2021,10,West Virginia,6569,8332,14902,7135,7351,14486
2021,10,Wisconsin,22552,19806,42358,23415,16064,39479
2021,10,Wyoming,2504,3376,5880,2984,3130,6114
2021,11,Alabama,25730,24745,50475,23584,17688,41272
2021,11,Alaska,3747,3841,7588,3640,3345,6985
2021,11,Arizona,23428,13309,36737,22804,11518,34321
2021,11,Arkansas,9374,11968,21342,8546,7469,16015
2021,11,California,45063,32774,77837,44766,29019,73785
2021,11,Colorado,25526,19916,45441,24609,17716,42325
2021,11,Connecticut,7148,2590,9738,6942,2076,9018
2021,11,Delaware,2781,2519,5300,2844,1799,4643
2021,11,District of Columbia,671,26,697,672,,672
2021,11,Florida,75889,38389,114278,71344,30347,101692
2021,11,Georgia,20906,16880,37785,19692,11893,31586
2021,11,Guam,266,145,411,261,139,400
2021,11,Hawaii,0,0,0,,,
2021,11,Idaho,8753,9004,17756,7677,7059,14737
2021,11,Illinois,28370,15409,43779,26827,11655,38482
2021,11,Indiana,27585,22340,49925,25542,15633,41175
2021,11,Iowa,3606,5590,9196,2521,3362,5883
2021,11,Kansas,9033,9637,18670,7845,6733,14578
2021,11,Kentucky,15725,16376,32100,14230,10829,25059
2021,11,Louisiana,16892,16764,33656,15721,10358,26079
2021,11,Maine,4646,6157,10803,4735,4893,9628
2021,11,Mariana Islands,25,15,41,,,
2021,11,Maryland,8438,9344,17783,8378,6987,15365
2021,11,Massachusetts,6727,4315,11042,6258,3662,9919
2021,11,Michigan,27762,29126,56888,26274,18429,44703
2021,11,Minnesota,14236,15815,30051,14451,13665,28116
2021,11,Mississippi,12619,14771,27390,12116,8902,21018
2021,11,Missouri,26244,25805,52049,24013,18335,42348
2021,11,Montana,5212,6761,11972,5120,5734,10854
2021,11,Nebraska,283,3359,3642,154,2138,2292
2021,11,Nevada,6489,3455,9944,6461,3035,9496
2021,11,New Hampshire,6588,4161,10749,6374,3502,9876
2021,11,New Jersey,8099,6914,15013,8774,5948,14722
2021,11,New Mexico,8314,5981,14295,8411,5340,13751
2021,11,New York,10520,21898,32418,11299,16764,28063
2021,11,North Carolina,2639,23330,25969,2172,16306,18479
2021,11,North Dakota,2373,3736,6108,2280,3162,5442
2021,11,Ohio,30971,28785,59755,27665,17803,45468
2021,11,Oklahoma,18092,16941,35033,15463,11441,26904
2021,11,Oregon,19127,13215,32342,18581,11592,30173
2021,11,Pennsylvania,52479,31912,84391,47223,23545,70768
2021,11,Puerto Rico,6331,448,6778,5985,411,6396
2021,11,Rhode Island,1837,1278,3115,1724,1140,2864
2021,11,South Carolina,14930,11754,26684,13918,8261,22178
2021,11,South Dakota,3137,5195,8332,2743,3617,6360
2021,11,Tennessee,36671,27112,63782,34001,18873,52874
2021,11,Texas,81433,53356,134788,74055,40133,114188
2021,11,United States,863437,721564,1585001,808799,538111,1346910
2021,11,Utah,7278,7669,14947,6236,5329,11565
2021,11,Vermont,1744,2264,4007,1870,1986,3856
2021,11,Virgin Islands,42,4,46,,,
2021,11,Virginia,31204,23967,55170,29046,17811,46856
2021,11,Washington,22410,15921,38332,23395,14674,38069
2021,11,West Virginia,7594,11425,19019,6908,7243,14151
2021,11,Wisconsin,23177,19432,42608,21671,14274,35945
2021,11,Wyoming,3279,3724,7003,2794,2990,5783
2021,12,Alabama,35119,31273,66392,24079,17565,41644
2021,12,Alaska,4035,3780,7814,3683,3265,6948
2021,12,Arizona,29699,16357,46056,23025,12217,35242
2021,12,Arkansas,13393,13439,26831,9320,7456,16776
2021,12,California,51290,34637,85926,44271,28222,72494
2021,12,Colorado,29662,21708,51370,25035,17403,42438
2021,12,Connecticut,7725,2482,10207,6743,2044,8787
2021,12,Delaware,3390,2839,6229,2734,1849,4583
2021,12,District of Columbia,529,12,541,541,,541
2021,12,Florida,88987,44597,133584,71807,30679,102487
2021,12,Georgia,28348,21348,49696,20215,11687,31902
2021,12,Guam,276,135,411,252,118,370
2021,12,Hawaii,0,0,0,,,
2021,12,Idaho,10695,9745,20440,7499,6951,14450
2021,12,Illinois,32035,15747,47782,26577,11783,38360
2021,12,Indiana,33620,23584,57204,26460,16644,43104
2021,12,Iowa,3628,5161,8789,2861,3392,6253
2021,12,Kansas,10657,10371,21028,7941,6695,14636
2021,12,Kentucky,21078,18660,39739,14345,10916,25261
2021,12,Louisiana,21459,18723,40182,16146,10135,26281
2021,12,Maine,6068,6237,12305,5062,5057,10119
2021,12,Mariana Islands,25,20,45,,,
2021,12,Maryland,9491,9737,19228,8486,7207,15693
2021,12,Massachusetts,7426,4543,11969,6815,4022,10838
2021,12,Michigan,31765,25639,57404,27753,20126,47879
2021,12,Minnesota,14685,14427,29112,13665,13932,27596
2021,12,Mississippi,17426,17603,35030,11988,8825,20813
2021,12,Missouri,33267,28519,61786,25029,19230,44259
2021,12,Montana,6840,7586,14425,5317,5862,11179
2021,12,Nebraska,261,3649,3909,179,2260,2439
2021,12,Nevada,7948,4169,12116,6658,3192,9850
2021,12,New Hampshire,8649,4640,13289,6935,3793,10728
2021,12,New Jersey,7519,6534,14053,8032,5296,13328
2021,12,New Mexico,10734,7200,17933,8936,5318,14254
2021,12,New York,11641,22415,34056,11749,17797,29546
2021,12,North Carolina,3053,28172,31225,2278,16392,18670
2021,12,North Dakota,2695,3583,6278,2379,3132,5510
2021,12,Ohio,37526,28326,65853,28725,19588,48314
2021,12,Oklahoma,22828,19319,42148,16934,11646,28579
2021,12,Oregon,22179,14049,36228,18513,10686,29199
2021,12,Pennsylvania,63604,33182,96786,52009,24810,76819
2021,12,Puerto Rico,6124,428,6552,5914,426,6341
2021,12,Rhode Island,1840,1340,3180,1670,1189,2860
2021,12,South Carolina,19560,14487,34047,14248,8237,22485
2021,12,South Dakota,3411,5084,8495,2785,3939,6725
2021,12,Tennessee,47152,33054,80205,34016,19504,53520
2021,12,Texas,102893,64427,167320,75173,40696,115869
2021,12,United States,1050293,792149,1842442,822231,548363,1370594
2021,12,Utah,9407,8882,18290,6172,5264,11436
2021,12,Vermont,2524,2455,4980,2149,2038,4187
2021,12,Virgin Islands,37,3,41,,,
2021,12,Virginia,36692,26288,62979,29983,17590,47573
2021,12,Washington,30103,18344,48446,24231,15052,39283
2021,12,West Virginia,10078,12010,22088,6665,7486,14151
2021,12,Wisconsin,25076,17150,42226,22426,15327,37753
2021,12,Wyoming,4143,4052,8195,2948,2930,5878
2022,01,Alabama,20296,14904,35200,22632,16900,39531
2022,01,Alaska,2640,2226,4866,3635,3266,6900
2022,01,Arizona,21220,10574,31794,21006,11486,32492
2022,01,Arkansas,7345,6596,13940,8263,7349,15612
2022,01,California,40668,26411,67079,41970,29304,71275
2022,01,Colorado,21831,13770,35600,24378,16559,40937
2022,01,Connecticut,6369,1983,8352,6159,2035,8194
2022,01,Delaware,2468,1668,4136,2334,1739,4073
2022,01,District of Columbia,483,24,507,473,,473
2022,01,Florida,66496,28300,94796,68955,29742,98697
2022,01,Georgia,17998,10378,28377,19479,11808,31288
2022,01,Guam,193,106,298,198,113,311
2022,01,Hawaii,0,0,0,,,
2022,01,Idaho,6177,5140,11317,7237,6758,13995
2022,01,Illinois,24820,10945,35765,25305,12084,37389
2022,01,Indiana,24555,14590,39146,25278,16045,41324
2022,01,Iowa,2611,2688,5300,2968,3496,6464
2022,01,Kansas,7360,6256,13616,7739,6699,14438
2022,01,Kentucky,11457,8809,20265,13305,10383,23689
2022,01,Louisiana,14073,8877,22950,15784,10068,25852
2022,01,Maine,3929,3075,7004,4494,4188,8683
2022,01,Mariana Islands,29,20,48,,,
2022,01,Maryland,7745,6279,14024,7366,6793,14159
2022,01,Massachusetts,6051,3324,9375,5916,3449,9366
2022,01,Michigan,24510,16037,40547,26845,20239,47084
2022,01,Minnesota,12420,9430,21850,13792,13760,27553
2022,01,Mississippi,9227,7383,16610,10610,8927,19537
2022,01,Missouri,21421,16236,37657,24140,18636,42776
2022,01,Montana,3956,3906,7862,4996,5495,10490
2022,01,Nebraska,172,1821,1992,180,2129,2309
2022,01,Nevada,6879,3369,10249,6916,3555,10471
2022,01,New Hampshire,6171,3216,9387,6347,3691,10038
2022,01,New Jersey,8193,5405,13598,8012,5266,13278
2022,01,New Mexico,7091,4392,11483,7978,4944,12922
2022,01,New York,10421,13761,24182,10111,16845,26956
2022,01,North Carolina,2002,13649,15651,2216,15133,17350
2022,01,North Dakota,1948,2417,4365,2041,3096,5138
2022,01,Ohio,24812,15442,40253,27280,19182,46462
2022,01,Oklahoma,14125,9967,24092,15618,11160,26778
2022,01,Oregon,16512,9578,26090,18320,11161,29481
2022,01,Pennsylvania,46120,20260,66380,50418,24137,74555
2022,01,Puerto Rico,4928,359,5287,5583,405,5988
2022,01,Rhode Island,1478,955,2433,1417,932,2349
2022,01,South Carolina,11598,6892,18490,12440,8081,20521
2022,01,South Dakota,2543,3087,5630,2741,3809,6550
2022,01,Tennessee,28903,16986,45889,31376,18484,49859
2022,01,Texas,67137,35468,102606,72267,40587,112853
2022,01,United States,732234,459806,1192039,775651,528373,1304024
2022,01,Utah,5262,4121,9383,5866,5307,11173
2022,01,Vermont,1803,1614,3417,1962,2005,3967
2022,01,Virgin Islands,16,3,20,,,
2022,01,Virginia,26049,15536,41586,26990,16808,43798
2022,01,Washington,22953,12004,34957,21136,13978,35114
2022,01,West Virginia,5302,5635,10937,6181,7050,13231
2022,01,Wisconsin,19193,11791,30984,21731,15699,37431
2022,01,Wyoming,2274,2143,4416,2749,2835,5584
2022,02,Alabama,25390,17381,42771,22881,18468,41349
2022,02,Alaska,3131,2618,5749,3616,3300,6916
2022,02,Arizona,23433,12197,35630,21304,12200,33504
2022,02,Arkansas,9124,6898,16023,7726,7423,15148
2022,02,California,39999,25320,65319,40311,29246,69557
2022,02,Colorado,23401,15494,38895,23552,16753,40306
2022,02,Connecticut,6873,2048,8921,6475,2110,8585
2022,02,Delaware,2928,1708,4636,2610,1840,4450
2022,02,District of Columbia,514,19,532,530,,530
2022,02,Florida,71005,29786,100791,70252,30289,100541
2022,02,Georgia,22987,11385,34372,19650,12309,31959
2022,02,Guam,187,118,305,208,132,341
2022,02,Hawaii,0,0,0,,,
2022,02,Idaho,7380,6575,13955,7403,7327,14730
2022,02,Illinois,26176,11838,38014,24340,11905,36245
2022,02,Indiana,26466,15630,42096,24269,16339,40608
2022,02,Iowa,3351,3306,6656,3157,3599,6756
2022,02,Kansas,9132,6876,16008,7669,6679,14348
2022,02,Kentucky,15525,11805,27331,12978,11263,24240
2022,02,Louisiana,18143,9096,27239,16678,11015,27693
2022,02,Maine,4486,3840,8326,4344,4799,9143
2022,02,Mariana Islands,20,14,34,,,
2022,02,Maryland,8632,6886,15518,8302,7134,15436
2022,02,Massachusetts,6482,3696,10178,6093,3737,9830
2022,02,Michigan,26676,17423,44099,25322,20180,45502
2022,02,Minnesota,13852,11400,25253,13509,13952,27461
2022,02,Mississippi,14040,9093,23133,11433,9850,21282
2022,02,Missouri,25308,18523,43831,23046,19314,42360
2022,02,Montana,5112,4617,9728,5294,5790,11084
2022,02,Nebraska,205,2078,2282,208,2273,2482
2022,02,Nevada,6096,2779,8875,5818,2953,8772
2022,02,New Hampshire,6674,3453,10127,6175,3803,9978
2022,02,New Jersey,7822,5142,12965,7889,5287,13177
2022,02,New Mexico,8294,5232,13526,7536,5091,12626
2022,02,New York,11518,15484,27002,11395,17736,29131
2022,02,North Carolina,2402,16302,18704,2279,16828,19107
2022,02,North Dakota,2323,2726,5049,2156,3215,5371
2022,02,Ohio,28227,17682,45910,26741,19120,45861
2022,02,Oklahoma,16009,10908,26917,14907,11468,26375
2022,02,Oregon,17657,11023,28680,17978,12583,30561
2022,02,Pennsylvania,55251,23455,78706,52029,24750,76779
2022,02,Puerto Rico,5459,431,5890,5898,464,6362
2022,02,Rhode Island,1663,1065,2728,1528,1046,2574
2022,02,South Carolina,16159,7937,24096,13578,8546,22124
2022,02,South Dakota,3049,3421,6470,2732,3926,6658
2022,02,Tennessee,35873,19457,55330,31812,20067,51879
2022,02,Texas,77210,38235,115445,69459,41707,111166
2022,02,United States,839145,514451,1353596,776859,545387,1322246
2022,02,Utah,6093,5015,11108,5980,5668,11648
2022,02,Vermont,2201,1856,4057,1946,1900,3846
2022,02,Virgin Islands,62,7,68,,,
2022,02,Virginia,30503,17410,47913,28676,17981,46657
2022,02,Washington,23430,13119,36549,23800,14651,38451
2022,02,West Virginia,7321,7094,14414,6429,7416,13844
2022,02,Wisconsin,25032,14968,39999,22233,16182,38415
2022,02,Wyoming,2858,2587,5445,2906,2852,5758
2022,03,Alabama,31202,20215,51416,23837,18621,42457
2022,03,Alaska,4092,3571,7663,3516,3276,6792
2022,03,Arizona,29376,14972,44348,23641,12576,36216
2022,03,Arkansas,12294,8426,20720,9366,8689,18055
2022,03,California,48379,32629,81008,41732,30055,71787
2022,03,Colorado,28422,19252,47674,21875,15430,37305
2022,03,Connecticut,8102,2818,10920,6696,2365,9061
2022,03,Delaware,3263,2024,5287,2480,1832,4312
2022,03,District of Columbia,672,19,691,660,,660
2022,03,Florida,83203,35328,118531,71562,30943,102505
2022,03,Georgia,29187,13526,42713,23985,12650,36634
2022,03,Guam,239,122,361,230,115,346
2022,03,Hawaii,0,0,0,,,
2022,03,Idaho,9038,8016,17053,7520,7261,14781
2022,03,Illinois,33014,15533,48547,24806,12494,37300
2022,03,Indiana,35145,19962,55107,26484,16796,43280
2022,03,Iowa,4538,4623,9161,3344,3716,7060
2022,03,Kansas,10746,7869,18615,8197,6877,15074
2022,03,Kentucky,18268,14238,32506,13768,12822,26591
2022,03,Louisiana,22871,10508,33380,18536,12162,30698
2022,03,Maine,6027,5530,11557,4658,5410,10068
2022,03,Mariana Islands,15,19,34,,,
2022,03,Maryland,9862,8244,18106,8340,7239,15579
2022,03,Massachusetts,8572,5207,13780,6795,4220,11015
2022,03,Michigan,35215,24571,59786,25393,20996,46389
2022,03,Minnesota,18179,16625,34804,13102,13806,26908
2022,03,Mississippi,16198,9733,25930,12555,10101,22656
2022,03,Missouri,32352,24086,56438,25516,20920,46436
2022,03,Montana,6428,6435,12863,5178,5955,11133
2022,03,Nebraska,213,2501,2715,173,2307,2480
2022,03,Nevada,8978,4272,13251,7182,3587,10769
2022,03,New Hampshire,8327,4739,13066,6479,4034,10513
2022,03,New Jersey,10204,7530,17733,8435,6503,14938
2022,03,New Mexico,10559,6943,17502,8140,5839,13980
2022,03,New York,14326,21033,35360,11699,18531,30230
2022,03,North Carolina,2497,19128,21625,2112,17612,19724
2022,03,North Dakota,3108,4002,7109,2264,3341,5605
2022,03,Ohio,41197,22689,63886,31488,19757,51246
2022,03,Oklahoma,20000,13515,33515,16057,12951,29009
2022,03,Oregon,21353,13528,34881,16333,10903,27236
2022,03,Pennsylvania,63811,28347,92158,51118,23784,74902
2022,03,Puerto Rico,6772,549,7320,6318,536,6854
2022,03,Rhode Island,2084,1476,3561,1581,1144,2725
2022,03,South Carolina,19250,9292,28542,14694,8627,23321
2022,03,South Dakota,3662,4293,7955,2801,3910,6711
2022,03,Tennessee,40099,22589,62688,33567,21464,55031
2022,03,Texas,94809,45800,140609,78127,44034,122161
2022,03,United States,1040674,645692,1686366,829082,565292,1394375
2022,03,Utah,7688,6586,14274,5927,5727,11655
2022,03,Vermont,2741,2572,5313,1978,2105,4083
2022,03,Virgin Islands,46,7,53,,,
2022,03,Virginia,34822,19889,54711,27623,18136,45759
2022,03,Washington,37940,18246,56186,30805,14989,45794
2022,03,West Virginia,8676,8567,17242,6616,7366,13982
2022,03,Wisconsin,29139,20492,49631,20941,15972,36913
2022,03,Wyoming,3476,3010,6486,2826,2757,5583
2022,04,Alabama,23797,14909,38707,24943,18519,43462
2022,04,Alaska,3979,3452,7430,3607,3263,6871
2022,04,Arizona,24069,11608,35677,23760,12270,36029
2022,04,Arkansas,8854,6343,15197,8918,8041,16959
2022,04,California,42044,28135,70179,42432,28744,71176
2022,04,Colorado,24566,15665,40231,23201,14480,37681
2022,04,Connecticut,6670,2100,8770,6386,2163,8549
2022,04,Delaware,2706,1640,4346,2548,1827,4376
2022,04,District of Columbia,601,31,631,625,,625
2022,04,Florida,75119,27897,103016,74664,30362,105027
2022,04,Georgia,25643,10238,35881,26161,13113,39275
2022,04,Guam,227,98,324,233,106,339
2022,04,Hawaii,0,0,0,,,
2022,04,Idaho,7675,6810,14485,7598,7054,14653
2022,04,Illinois,26470,11603,38073,24915,13199,38114
2022,04,Indiana,27665,15605,43270,27540,16765,44304
2022,04,Iowa,3193,3457,6651,2974,3840,6814
2022,04,Kansas,8144,5863,14007,8516,6931,15447
2022,04,Kentucky,13496,10616,24112,14306,12018,26324
2022,04,Louisiana,16106,7461,23568,16624,10914,27537
2022,04,Maine,4934,4446,9380,4642,4693,9335
2022,04,Mariana Islands,22,12,34,,,
2022,04,Maryland,8580,6674,15254,8422,6974,15395
2022,04,Massachusetts,6552,3924,10475,6701,3950,10650
2022,04,Michigan,29506,20383,49889,26110,20730,46840
2022,04,Minnesota,17101,16471,33572,13243,14124,27367
2022,04,Mississippi,11663,6667,18330,11618,9817,21435
2022,04,Missouri,24980,19243,44223,26005,21358,47363
2022,04,Montana,5683,5883,11565,5306,5774,11080
2022,04,Nebraska,177,1802,1979,190,2127,2316
2022,04,Nevada,7036,3318,10353,6886,3375,10261
2022,04,New Hampshire,7323,4013,11336,6838,3917,10755
2022,04,New Jersey,8628,5107,13736,7456,5223,12679
2022,04,New Mexico,8504,5528,14032,8299,5537,13836
2022,04,New York,12594,18274,30868,11834,18060,29894
2022,04,North Carolina,2027,13885,15913,2108,17288,19396
2022,04,North Dakota,2480,3260,5741,2171,3179,5349
2022,04,Ohio,31821,18412,50233,31082,19927,51010
2022,04,Oklahoma,16617,10876,27492,16079,12060,28139
2022,04,Oregon,18834,11601,30435,17245,10647,27892
2022,04,Pennsylvania,54322,24176,78498,55276,24926,80201
2022,04,Puerto Rico,5243,437,5679,5113,438,5551
2022,04,Rhode Island,1613,1103,2716,1497,1044,2541
2022,04,South Carolina,14208,6689,20897,14605,8697,23302
2022,04,South Dakota,3177,3599,6776,3047,4054,7101
2022,04,Tennessee,31946,17641,49587,33594,20582,54176
2022,04,Texas,74510,34848,109358,76576,42747,119323
2022,04,United States,852987,518301,1371289,828669,551374,1380044
2022,04,Utah,6428,5237,11666,6519,5797,12316
2022,04,Vermont,2065,2202,4267,1924,1971,3894
2022,04,Virgin Islands,44,4,48,,,
2022,04,Virginia,29085,16657,45742,29258,18244,47502
2022,04,Washington,31710,15213,46923,28264,14856,43120
2022,04,West Virginia,6617,6696,13312,6872,7488,14360
2022,04,Wisconsin,23037,17921,40958,20848,16262,37110
2022,04,Wyoming,2897,2568,5466,2756,2637,5393
2022,05,Alabama,21131,12640,33771,23882,17840,41722
2022,05,Alaska,3710,2907,6618,3468,3170,6638
2022,05,Arizona,21475,10244,31720,23851,12202,36053
2022,05,Arkansas,7433,5117,12550,8836,7908,16744
2022,05,California,41425,26102,67527,44808,28315,73123
2022,05,Colorado,23112,14106,37218,23799,15955,39754
2022,05,Connecticut,6009,1744,7753,6408,2032,8440
2022,05,Delaware,2398,1450,3848,2532,1813,4345
2022,05,District of Columbia,410,16,427,413,,413
2022,05,Florida,68609,25141,93750,73650,30798,104447
2022,05,Georgia,23657,8860,32517,25774,12633,38406
2022,05,Guam,221,91,312,236,94,330
2022,05,Hawaii,0,0,0,,,
2022,05,Idaho,7096,6179,13275,7631,7082,14714
2022,05,Illinois,21852,9503,31354,25109,12650,37758
2022,05,Indiana,22564,11938,34503,26071,15993,42064
2022,05,Iowa,2640,2497,5137,3149,3804,6953
2022,05,Kansas,6860,4856,11716,8062,6713,14775
2022,05,Kentucky,11350,7845,19195,13328,11109,24437
2022,05,Louisiana,14297,6633,20930,16679,10573,27252
2022,05,Maine,4036,3464,7500,4439,4678,9117
2022,05,Mariana Islands,22,32,54,,,
2022,05,Maryland,8417,5811,14228,9166,7303,16469
2022,05,Massachusetts,5838,3051,8889,6832,3826,10658
2022,05,Michigan,23496,14631,38127,25840,19876,45717
2022,05,Minnesota,12442,10728,23170,13122,13841,26963
2022,05,Mississippi,9691,5289,14980,11562,9072,20634
2022,05,Missouri,21497,14386,35883,23609,18982,42592
2022,05,Montana,5167,5318,10485,5236,5970,11206
2022,05,Nebraska,127,1400,1527,160,2056,2216
